1.040000000000000000e+02,7.326170000000000000e+05,4.884113333333333529e+00,5.101106130606765099e+00,3.366248129345109419e+01,-2.406116662820850793e-02,0.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,1.800000000000000000e+01,3.263401356801145958e+00,1.317099939405230909e-02,4.884113333333333529e+00,5.101089126891323211e+00
1.810000000000000000e+02,7.088650000000000000e+05,4.725766666666666893e+00,6.588823781946801184e+00,9.875851717873692337e+01,3.905605043718342606e-01,0.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,2.100000000000000000e+01,3.574301851111739037e+00,1.701226985237127773e-02,4.725766666666666893e+00,6.588801819164256557e+00
1.400000000000000000e+02,7.359590000000000000e+05,4.906393333333332940e+00,6.967397033524431293e+00,3.355521140692898285e+01,2.173905614456845548e-01,0.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,2.600000000000000000e+01,3.948411362132930869e+00,1.798974178482715125e-02,4.906393333333332940e+00,6.967373808828944526e+00
1.970000000000000000e+02,7.353360000000000000e+05,4.902239999999999931e+00,6.922305187180112895e+00,1.165481716876283826e+02,7.572775364110977403e-01,0.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,2.200000000000000000e+01,3.647117068799019979e+00,1.787331513821533574e-02,4.902239999999999931e+00,6.922282112791031672e+00
1.450000000000000000e+02,7.363080000000000000e+05,4.908719999999999750e+00,7.301110189758817093e+00,5.297790483440647336e+01,6.453106927137400306e-02,0.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,2.600000000000000000e+01,3.826051623466296459e+00,1.885138544917091402e-02,4.908719999999999750e+00,7.301085852684289002e+00
1.420000000000000000e+02,7.370270000000000000e+05,4.913513333333333399e+00,5.434111112860392723e+00,5.021514673016074681e+01,-1.006965950243998154e-01,0.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,1.900000000000000000e+01,3.378387800799162122e+00,1.403081456103485829e-02,4.913513333333333399e+00,5.434092999126493240e+00
1.200000000000000000e+02,7.283490000000000000e+05,4.855660000000000309e+00,5.687823395051908371e+00,2.317300426459474849e+01,2.088099177308339049e-01,0.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,2.100000000000000000e+01,3.560798783733253980e+00,1.468589685680657918e-02,4.855660000000000309e+00,5.687804435608993181e+00
1.390000000000000000e+02,6.758140000000000000e+05,4.505426666666666691e+00,5.854511569720712849e+00,5.238873770372111238e+01,-1.763329866281985459e-01,0.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+01,3.358042707022042439e+00,1.511628387313571943e-02,4.505426666666666691e+00,5.854492054649622190e+00
1.680000000000000000e+02,7.076750000000000000e+05,4.717833333333333101e+00,7.789643113079984360e+00,6.536026098684109797e+01,-1.601660935777374783e-01,-1.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,2.600000000000000000e+01,4.149653904443955099e+00,2.011277203324008181e-02,4.717833333333333101e+00,7.789617147559664723e+00
1.520000000000000000e+02,7.096440000000000000e+05,4.730959999999999610e+00,6.890459152667711251e+00,5.376020745848930460e+01,1.507790002502898408e-01,0.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,2.300000000000000000e+01,3.843456657066833593e+00,1.779108903065997060e-02,4.730959999999999610e+00,6.890436184432254585e+00
